dataset_index,config_type,domain,role,ft_split,natoms,nSi,nO,O_over_Si,content_sha12
3609,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,3568368b1643
3610,quench_int_AL,amorphous_SiO2,core,val,141,47,94,2.0,4f305368c153
3611,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,b5627bfc929b
3612,quench_int_AL,amorphous_SiO2,core,train,147,49,98,2.0,d3910f4f00a2
3613,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,ba17cb964372
3614,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,0e80dc88a4e4
3616,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,0c23611bd76a
3618,quench_int_AL,amorphous_SiO2,core,train,117,39,78,2.0,c1fc512ea2cb
3620,quench_int_AL,amorphous_SiO2,core,train,102,34,68,2.0,6ebe5430ef60
3621,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,2828ceda3449
3622,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,9bd4be768d30
3624,quench_int_AL,amorphous_SiO2,core,val,102,34,68,2.0,9d47ed9b218a
3625,quench_int_AL,amorphous_SiO2,core,train,108,36,72,2.0,9549c6c0f01b
3626,quench_int_AL,amorphous_SiO2,core,train,138,46,92,2.0,7b0f884a56bf
3627,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,4308e7191762
3628,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,a0399f04daa1
3629,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,cbb4faba16a0
3630,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,60173cce1e49
3631,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,3982c21cb40f
3632,quench_int_AL,amorphous_SiO2,core,train,123,41,82,2.0,db426e95c49e
3633,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,144b65e0bb50
3634,quench_int_AL,amorphous_SiO2,core,val,123,41,82,2.0,eb86f2d356a6
3635,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,f7adfa155fd3
3636,quench_int_AL,amorphous_SiO2,core,train,99,33,66,2.0,6c93222552a4
3637,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,426c04061de6
3638,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,2a7d605b5eea
3639,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,ba8c3613ad61
3640,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,4022cc664bc5
3641,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,89a735d1c9b7
3642,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,2518ed0b97d3
3646,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,ef03a9a3b111
3647,quench_int_AL,amorphous_SiO2,core,val,96,32,64,2.0,aeda8de50cc2
3648,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,b6f472879dd7
3649,quench_int_AL,amorphous_SiO2,core,train,102,34,68,2.0,02582897bc4e
3652,quench_int_AL,amorphous_SiO2,core,train,123,41,82,2.0,b997bb502bf7
3653,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,eb8f9fddcdcc
3654,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,372c579f3ce4
3655,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,543ef6c51fac
3656,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,6fce99514c5d
3657,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,b5cfa49fb8e3
3659,quench_int_AL,amorphous_SiO2,core,train,78,26,52,2.0,3bd3b0e17f83
3660,quench_int_AL,amorphous_SiO2,core,val,135,45,90,2.0,9bf0dd04f7e9
3662,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,8c853548011d
3665,quench_int_AL,amorphous_SiO2,core,train,108,36,72,2.0,7a42963d079e
3666,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,2aa9ed9b9908
3667,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,af67abfab7fd
3668,quench_int_AL,amorphous_SiO2,core,train,108,36,72,2.0,57bc9aa58cac
3669,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,5b823a727c42
3670,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,5b58bc3abb0e
3671,quench_int_AL,amorphous_SiO2,core,train,108,36,72,2.0,3b7c05e9506a
3672,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,175a06572158
3673,quench_int_AL,amorphous_SiO2,core,val,138,46,92,2.0,384b7deb6d50
3674,quench_int_AL,amorphous_SiO2,core,train,93,31,62,2.0,70893cf5ead3
3675,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,111f84b45b5c
3676,quench_int_AL,amorphous_SiO2,core,train,123,41,82,2.0,0f244dc893b9
3677,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,db7778850042
3678,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,d1cc2ac87cb0
3679,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,13b29d406dbd
3680,quench_int_AL,amorphous_SiO2,core,train,117,39,78,2.0,9f4e842abd55
3681,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,d5adfaa3e4bc
3683,quench_int_AL,amorphous_SiO2,core,train,123,41,82,2.0,a39ca59d6888
3684,quench_int_AL,amorphous_SiO2,core,val,111,37,74,2.0,c06adcef791f
3685,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,5289d32517fc
3686,quench_int_AL,amorphous_SiO2,core,train,102,34,68,2.0,ad1e4902f984
3688,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,45002a3e9d8d
3690,quench_int_AL,amorphous_SiO2,core,train,96,32,64,2.0,063864a0a7a5
3691,quench_int_AL,amorphous_SiO2,core,train,138,46,92,2.0,3991ad64d62e
3692,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,de27b34a4100
3693,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,dc47d31b7ce3
3694,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,56c6963813a5
3695,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,e867956afe9c
3696,quench_int_AL,amorphous_SiO2,core,val,141,47,94,2.0,6a88c4dbc06b
3697,quench_int_AL,amorphous_SiO2,core,train,123,41,82,2.0,29f9d6b1263d
3698,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,4e0993413b9c
3701,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,3912d820d5e2
3702,quench_int_AL,amorphous_SiO2,core,train,99,33,66,2.0,404301b30722
3704,quench_int_AL,amorphous_SiO2,core,train,138,46,92,2.0,e9d5a73d48ea
3705,quench_int_AL,amorphous_SiO2,core,train,99,33,66,2.0,67d59e85d6dd
3706,quench_int_AL,amorphous_SiO2,core,train,138,46,92,2.0,eb356a882722
3707,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,aafb6b250b30
3708,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,40da1e995e38
3709,quench_int_AL,amorphous_SiO2,core,val,135,45,90,2.0,9dc8758396be
3711,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,fee136205da4
3712,quench_int_AL,amorphous_SiO2,core,train,54,18,36,2.0,5c83f530782e
3713,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,5f2fab171e03
3714,quench_int_AL,amorphous_SiO2,core,train,123,41,82,2.0,0680c27bf4c3
3715,quench_int_AL,amorphous_SiO2,core,train,93,31,62,2.0,57ff499deda4
3717,quench_int_AL,amorphous_SiO2,core,train,96,32,64,2.0,d996d3ce69db
3718,quench_int_AL,amorphous_SiO2,core,train,105,35,70,2.0,f9bea117e4df
3719,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,a9174a462d93
3721,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,1c021fe5be01
3722,quench_int_AL,amorphous_SiO2,core,val,126,42,84,2.0,4c1c395a7c2a
3725,quench_int_AL,amorphous_SiO2,core,train,153,51,102,2.0,b9db70c9c901
3726,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,d3dda8047e6e
3727,quench_int_AL,amorphous_SiO2,core,train,108,36,72,2.0,641a1cd79916
3728,quench_int_AL,amorphous_SiO2,core,train,117,39,78,2.0,ce0fa27d3f75
3731,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,937aa8274854
3732,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,3c54cab43db4
3733,quench_int_AL,amorphous_SiO2,core,train,117,39,78,2.0,c6791358f9dd
3734,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,c9b64a8e036e
3735,quench_int_AL,amorphous_SiO2,core,train,123,41,82,2.0,7dbad28f7d83
3736,quench_int_AL,amorphous_SiO2,core,val,123,41,82,2.0,9224f7d8db71
3737,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,cd2365070305
3739,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,a2492588ecc8
3740,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,4ced90692f3c
3743,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,50eb88b22f05
3745,quench_int_AL,amorphous_SiO2,core,train,123,41,82,2.0,ab2478edd5a1
3746,quench_int_AL,amorphous_SiO2,core,train,90,30,60,2.0,626cb65c87d4
3748,quench_int_AL,amorphous_SiO2,core,train,123,41,82,2.0,7a69d478b2d3
3750,quench_int_AL,amorphous_SiO2,core,train,138,46,92,2.0,be5c68965332
3751,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,d5e80e291b3e
3752,quench_int_AL,amorphous_SiO2,core,val,102,34,68,2.0,795e0281c6dc
3753,quench_int_AL,amorphous_SiO2,core,train,108,36,72,2.0,ccfa17cebfbf
3754,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,79c87b9c8d6e
3755,quench_int_AL,amorphous_SiO2,core,train,147,49,98,2.0,ba5754854d2e
3756,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,667bf2efdbe5
3757,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,07777ae7f517
3758,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,65a367edbe02
3759,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,7ada35af58ee
3760,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,a020ddbecb48
3761,quench_int_AL,amorphous_SiO2,core,train,108,36,72,2.0,8bab14cfb055
3762,quench_int_AL,amorphous_SiO2,core,val,141,47,94,2.0,f35af4b2ecbf
3763,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,677450cae648
3766,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,c045c9c8656c
3767,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,15f2ca59ca30
3768,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,bcd036afd23b
3769,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,38b9aafc0a96
3773,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,bb3eb2f1b175
3774,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,0901b9d0efd3
3776,quench_int_AL,amorphous_SiO2,core,train,102,34,68,2.0,72e497d73607
3777,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,eadb6d8cb9a3
3778,quench_int_AL,amorphous_SiO2,core,val,102,34,68,2.0,15d4d2d46f88
3779,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,d3862bf8c462
3780,quench_int_AL,amorphous_SiO2,core,train,138,46,92,2.0,ebe23b64331f
3781,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,9a26c0e4c578
3782,quench_int_AL,amorphous_SiO2,core,train,159,53,106,2.0,4aa8996aa2e1
3786,quench_int_AL,amorphous_SiO2,core,train,165,55,110,2.0,3f839ff78869
3787,quench_int_AL,amorphous_SiO2,core,train,171,57,114,2.0,fa7ad0c0ef25
3789,quench_int_AL,amorphous_SiO2,core,train,171,57,114,2.0,5424ce5ef9bc
3790,quench_int_AL,amorphous_SiO2,core,train,180,60,120,2.0,c10f48ef5435
3792,quench_int_AL,amorphous_SiO2,core,train,171,57,114,2.0,d50959f3cb9c
3793,quench_int_AL,amorphous_SiO2,core,val,168,56,112,2.0,99cf01f5e794
3794,quench_int_AL,amorphous_SiO2,core,train,174,58,116,2.0,dc5347d9c86b
3795,quench_int_AL,amorphous_SiO2,core,train,159,53,106,2.0,77f6b3d15168
3797,quench_int_AL,amorphous_SiO2,core,train,180,60,120,2.0,120b202d1c9c
3800,quench_int_AL,amorphous_SiO2,core,train,186,62,124,2.0,7e77432cb164
3801,quench_int_AL,amorphous_SiO2,core,train,186,62,124,2.0,be6f2fae3524
3802,quench_int_AL,amorphous_SiO2,core,train,156,52,104,2.0,b5a3d8a6a384
3803,quench_int_AL,amorphous_SiO2,core,train,162,54,108,2.0,2ffada4ff9e0
3804,quench_int_AL,amorphous_SiO2,core,train,156,52,104,2.0,7852135e70cc
3806,quench_int_AL,amorphous_SiO2,core,train,171,57,114,2.0,ce2fe8f31086
3810,quench_int_AL,amorphous_SiO2,core,val,165,55,110,2.0,501e3a23ff3f
3812,quench_int_AL,amorphous_SiO2,core,train,171,57,114,2.0,4348b36f10cc
3814,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,6803b6863ea4
3815,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,8aab255f85af
3816,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,108e02de478b
3818,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,bb621d2a2dd8
3819,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,5f600e4c7a76
3820,vacancy,SiO2x_dilute_vacancy,core,val,189,63,126,2.0,c71b23155845
3821,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,0e7a263904d8
3822,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,56edc7920a8e
3823,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,22434e784860
3824,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,5fc1debdcc97
3825,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,81091174551d
3826,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,972a0f75c397
3827,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,4d4913801e65
3828,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,9935ca55c210
3829,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,68dba07ab300
3830,vacancy,SiO2x_dilute_vacancy,core,val,189,63,126,2.0,64d5afc98b47
3831,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,00726bcd62a5
3832,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,b97fe8d35a78
3833,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,edd243fa072f
3834,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,09ade8d163ad
3837,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,f7720492cdcd
3838,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,7bbb9069cb8c
3839,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,b023a373ba93
3840,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,f9e823915ff9
3842,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,51f2334d13b1
3843,vacancy,SiO2x_dilute_vacancy,core,val,189,63,126,2.0,5c763500df1f
3844,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,466c1f04b623
3845,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,6b7a001bdb63
3846,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,9d6222aa96c8
3847,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,d3e404db358b
3849,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,ec12649c19d5
3850,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,bfbbbbea8858
3852,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,60daddbc9124
3853,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,829c3698a6c5
3854,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,91f147a261b9
3855,vacancy,SiO2x_dilute_vacancy,core,val,189,63,126,2.0,39a703513dfe
3856,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,2e4a91fb85cb
3857,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,662644920ec2
3858,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,60731c3b9ab4
3859,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,655ab68bf261
3860,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,ae66ca67725b
3861,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,852032736641
3865,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,f0848aee8af1
3866,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,65c0e3376ef1
3867,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,fe12bf8ed093
3868,vacancy,SiO2x_dilute_vacancy,core,val,189,63,126,2.0,fe4a4d088c09
3869,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,b88e7537bb2c
3871,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,53ed196e266f
3872,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,e9488299de26
3873,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,b8d6f67a42ea
3874,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,b8550c223e7a
3875,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,5ebcd3113bdc
3876,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,413a6ee469a1
3877,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,494c2a58040c
3878,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,7ea04926758f
3879,vacancy,SiO2x_dilute_vacancy,core,val,189,63,126,2.0,ea100106b9d4
3880,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,32083029f450
3882,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,15f3f743014c
3883,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,3cdb73aebc1b
3884,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,1ccc877faec4
3885,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,c753d618080a
3886,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,09a6f84ad324
3887,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,f94140ec91c0
3889,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,f4ffdbdd78f3
3890,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,1e720f6570c4
3891,vacancy,SiO2x_dilute_vacancy,core,val,189,63,126,2.0,3a2e5a1054c1
3892,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,c128251c45af
3893,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,1831ce3c5207
3895,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,6f325d31aca4
3896,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,e09e26719e66
3897,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,7ab106e1799b
3898,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,111a2eb4851b
3899,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,b4fcf8f14607
3900,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,3efcb11739dc
3901,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,3c7bc2644dec
3902,vacancy,SiO2x_dilute_vacancy,core,val,189,63,126,2.0,70d55aac111a
3903,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,b16c86889d97
3904,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,fd0de029fb4d
3905,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,c5379ad02080
3907,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,0c8d5de7141e
3908,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,c6263b697ec1
3909,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,4069152e86e7
3911,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,0e8cc8462eac
3912,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,f6d514790b70
3913,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,c236cbaf3336
3914,vacancy,SiO2x_dilute_vacancy,core,val,189,63,126,2.0,1f773a239947
3915,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,b478b7618d9c
3917,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,2a4c4bf9867f
3920,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,e82ee60cd4b7
3921,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,e5b554688075
3922,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,dde3ced30e43
3923,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,98fe4637105f
3924,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,a099bf8294d0
3925,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,c702c09b9d9e
3926,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,cf1cd1e50c00
3927,vacancy,SiO2x_dilute_vacancy,core,val,189,63,126,2.0,a16af9427b0d
3928,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,76c90cf9aa0a
3929,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,84a1e79ab55f
3930,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,76c80aa3363a
3931,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,abad580c2e4e
3934,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,5e95f13d48d6
3935,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,b67b05f30822
3936,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,2a3c919b1996
3937,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,004ef1d48e34
3938,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,bf3d0688e455
3940,vacancy,SiO2x_dilute_vacancy,core,val,189,63,126,2.0,84474b10710a
3941,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,8b09e9c3dbd8
3942,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,1f66a83862db
3943,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,90fc9041eafc
3945,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,8b3572ba3ba6
3946,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,83b6892eac0a
3948,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,a15def8575ab
3949,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,b9a2132965bb
3950,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,ff8ed01f3787
3951,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,ee2b1622e17f
3952,vacancy,SiO2x_dilute_vacancy,core,val,189,63,126,2.0,60dac5013c67
3953,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,3db4f44df438
3954,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,77a2f8e9ffcc
3955,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,80eedecfe48a
3956,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,14be3ab82561
3957,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,4ca4041cca4c
3958,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,7f7dffea2c7c
3959,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,d7029314e3c6
3960,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,598ddcffc3fe
3961,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,38b717c5d993
3963,vacancy,SiO2x_dilute_vacancy,core,val,189,63,126,2.0,c3cd82000ac2
3964,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,ac4e130804ab
3965,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,d8834dca384e
3966,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,66df0358d4cd
3967,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,f62d581c6e8b
3968,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,f373e062decb
3969,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,aad2123035f6
3970,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,515757208d56
3971,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,ccc666df7dd3
3972,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,1cf3bd9bd8df
3973,vacancy,SiO2x_dilute_vacancy,core,val,189,63,126,2.0,4e7b660ba443
3974,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,205905e915fd
3975,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,d4d96536ebe0
3976,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,580c5fe14771
3977,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,41f22ae1864c
3978,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,1176481e04c2
3979,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,f24cd92aeefe
3980,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,b967fc61c847
3983,vacancy,SiO2x_dilute_vacancy,core,train,189,63,126,2.0,a84cf9b29fc0
